,movie_name,movie_tag,movie_country,movie_length,movie_release,movie_rate,movie_summary,movie_director,movie_actor,movie_rank,movie_firtweek_ticket,movie_all_ticket
1431,兰心大剧院,剧情,中国大陆 ,127,2021-10-15,76,1941年秋冬，著名演员于堇 （巩俐饰）为了出演她的旧爱谭呐 （赵又廷饰）执导的话剧《礼拜六小说》而回到上海，却引起各方势力对她动向的密切关注，想要打探出她此行的真正目的。一个女人的命运被时代紧紧牵引，戏里戏外敌我难分，暗流涌动下她迎来了一个改变世界的抉择 。,娄烨,巩俐-赵又廷-小田切让-帕斯卡尔·格雷戈里,Unknown,1431,2171
1432,无耻混蛋,剧情-犯罪,"美国,德国 ",153,2009-07-28,85,故事分五章进行。二战中德占法国，德军上校汉斯（克里斯托弗·瓦尔兹 Christoph Waltz 饰）号称“犹太猎人”，在一次屠犹行动中，少女苏珊娜（梅勒尼·劳伦特 Mélanie Laurent 饰）侥幸逃脱。与此同时，八名美国犹太士兵在中尉奥尔多（布拉德·皮特 饰） 的带领下潜入德占法国刺杀德国军人，其行动神出鬼没，手法残忍，对德军造成相当威胁，被称为“杂种”。三年后苏珊娜来到巴黎继承了姑母的电影院，结识了德国战斗英雄，电影《国家荣耀》的主演弗里德里克（丹尼尔·布鲁赫 Daniel Brühl 饰）。对苏珊娜一见钟情的弗里德里克说服德国宣传部长约瑟夫·戈培尔（西尔维斯特·格洛斯 Sylvester Groth 饰）在苏珊娜的影院首映《国家荣耀》，希特勒（马丁·乌特克 Martin Wuttke 饰）本人也将出席。苏珊娜决定借放映之机烧毁影院；而在...,昆汀·塔伦蒂诺,布拉德·皮特-梅拉尼·罗兰-克里斯托弗·沃尔兹,Unknown,Unknown,Unknown
1433,星球大战：天行者崛起,动作-科幻-冒险,美国 ,142,2019-12-20,79,《星球大战：最后的绝地武士》故事的1年之后，反抗军支离破碎，想要和凯洛·伦 （ 亚当·德赖弗 饰）领导的第一军团相抗衡。蕾伊 （ 黛茜·雷德利 饰）正在继续她的绝地训练，而波·达梅隆 （ 奥斯卡·伊萨克 饰）、芬恩 （ 约翰·波耶加 饰）和楚巴卡 （ 乔纳斯·索塔莫 饰）则从邪恶的第一秩序的中得到了一个可怕的秘密，那就是帕尔帕廷皇帝 （ 伊恩·麦克迪阿梅德 饰）运用了来自部队黑暗面的“非自然”力量将自己复活了。英雄们要在帕尔帕廷提出最后的命令并粉碎残余的抵抗力量之前，彻底挫败他，即使蕾伊努力想说服并感化凯洛·伦，但凯洛·伦却想要诱使蕾伊和他一起走到黑暗的一面。当绝地和西斯间的古老战争一触即发，真正的敌人浮出水面 。,科林·特雷沃罗,凯丽·费雪-马克·哈米尔-亚当·德赖弗,Unknown,7323,14380
1434,三生三世十里桃花,爱情-奇幻-古装,中国大陆 ,109,2017-08-03,71,天族战神墨渊镇压鬼君擎苍 （严屹宽饰）于无妄海，魂飞魄散，仙体冰封于青丘炎华洞内。青丘帝姬白浅 （刘亦菲饰）同天族太子夜华 （杨洋饰）早有婚约，二人却一直未曾相见。直至东海盛宴，夜华发现白浅竟然同亡妻素素相貌一样，就势住进白浅的青丘，放下太子身段，为求解开白浅与素素之谜。夜华侧妃素锦 （李纯饰）生妒，暗中协助鬼族王后玄女 （顾璇饰）抢走墨渊仙体。白浅一怒之下血战鬼族大紫明宫，身负重伤，终被夜华救下。白浅跟随夜华来到九重天，通过天族圣器结魄灯恢复记忆，回想起身为素素一世之时所受伤害，不能原谅夜华。陷害白浅的素锦受到责罚，发配至无妄海，由妒生恨，终至疯狂，利用夜华之子小天孙阿离 （彭子苏饰）之血释放出被墨渊封印的鬼君擎苍。夜华为维护四海八荒，以元神生祭东皇钟，将擎苍封印 。,赵小丁,刘亦菲-杨洋-罗晋,Unknown,42864,53501
1435,死神来了,恐怖-剧情-悬疑-惊悚,"美国,加拿大 ",98,2000-03-17,82,高中生艾利克斯 （ 戴文·萨瓦 饰）与同学准备乘坐飞机前往巴黎，起飞前他突然有不祥的预感，他似乎看到飞机在空中爆炸。惊恐万状的艾利克斯艾利克斯因此大声吵闹，要求乘务人员让旅客离开机舱，机舱内一片混乱，艾利克斯和其他6名乘客被赶出了机舱，其中包括他的朋友比利和托德，一个名叫克莱尔的女同学，及曾与艾利克斯扭打在一起的卡特和他的女朋友泰莉，还有他们的女老师莱顿。一行7人为无法去巴黎而愤怒的时候，此时机场传来消息，飞机真的出了事故。人们对艾利克斯能如此准确预言十分恐惧，FBI探员也赶来调查，艾利克斯却希望尽早忘却这场灾难正常生活下去。但是，事情却变得非常复杂，艾利克斯又不断产生死亡的预感，幸存者们接连不断异常死亡。艾利克斯决定和死神斗争，和他的朋友们一起改变命运。,黄毅瑜,戴文·萨瓦-艾丽·拉特-西恩·威廉·斯科特-科尔·史密斯,Unknown,Unknown,Unknown
1436,低俗小说,剧情-喜剧-犯罪,美国 ,154,1994-09-23,87,《低俗小说》由“文森特和马沙的妻子”、“金表”、“邦妮的处境”三个故事以及影片首尾的序幕和尾声五个部分组成。看似独立的小故事里面，却又有环环相扣的人和事。 盗贼“小南瓜”和“小兔子”在早餐店里打劫，却遇上了天大的麻烦——黑社会成员朱尔斯（塞缪尔•杰克逊Samuel L. Jackson饰）和文森特（约翰•特拉沃尔塔John Travolta饰）在店内用餐，可谓天外有天。二人是否会放过两名小盗贼？而文森特是黑社会大哥马沙•华莱士（文•瑞姆斯Ving Rhames饰）的手下，马沙下命令让他陪妻子一个晚上，明知如有雷池必死无疑，但面对马沙妻子美艳诱惑，文森特该怎么办。文森特的故事还没完，拳击手布奇（布鲁斯•威利斯Bruce Willis饰）的出现将令他的人生从此改变。布奇有一块祖传金表，就是因为这块金表，他和马沙分享了一个耻辱的秘密。故事环状结构，回到开端。朱尔斯在小盗贼面前诵读圣经，表示对杀人的厌倦和感悟。什么事件令他如此转变？“邦妮的处境”中就有答案。,昆汀·塔伦蒂诺,约翰·特拉沃尔塔-阿曼达·普拉莫-乌玛·瑟曼-塞缪尔·L·杰克逊,Unknown,Unknown,Unknown
1437,魔法满屋,动画-奇幻-家庭,美国 ,99,2022-01-07,89,影片故事背景设置在哥伦比亚，讲述马德里加尔一家住在一个魔法房子里，这家人都拥有非凡的魔法力量，除了小女孩米拉贝尔，她生来就没有任何魔法能力。但是当这家人受到外界威胁时，米拉贝尔却将陷入一场冒险，拯救她的家族。,拜伦·霍华德,斯蒂芬妮·比翠丝-李嘉琦-玛丽亚·塞西莉亚·波特罗,Unknown,2058,7668
1438,双狼,动作-喜剧,"美国,英国 ",108,2024-09-20,Unknown,布拉德·皮特、乔治·克鲁尼双男神再度同框飙戏。同为职业“清理工”的两人意外撞单，接到了同一个任务——掩盖一起犯罪现场。迫于局势，互相看不顺眼的两位“孤狼”被迫联手，摆脱一连串的致命麻烦。然而，他们发现整件事正逐渐失控……,乔·沃茨,乔治·克鲁尼-布拉德·皮特-艾米·莱安-奥斯汀·艾布拉姆斯,Unknown,Unknown,Unknown
1439,纯洁心灵·逐梦演艺圈,剧情-喜剧,中国大陆 ,98,2018-02-09,68,海亚影视学院近些年已经跻身国内著名影视院校的行列，其表演系2013级本科班，学生形象、艺术条件都格外突出，从入校伊始就备受学校师生关注，被誉为“准明星班”。班主任文天阳 （毕志飞饰）年青英俊，刚刚硕士毕业留校，认真负责。班里共有17名学生，8男9女，家庭背景、成长经历、性格各异。有的学生家里条件优越，有奢华海边别墅、游艇与跑车；有的学生是普通工薪阶层的子女；还有学生来自落后偏远山区的少数民族；还有学生是单亲家庭的问题子女，能在千军万马中成功杀出而考取表演专业，是备受人们关注的。他们是天之骄子，热情澎湃，都在自己最美好的青春年华，为自己的美好梦想奋斗着，演员是一个相对被动的职业，经常需要见组和推销自己，学习表演专业的学生也难免要比普通专业学生与社会有更多、更早的接触。城市中有着很多诱惑，影视圈也同样复杂，他们的青春美貌也吸引了形形色色的人士们的目光。文老师与自己的学生们在四年的历程中曾经沮丧过、伤心过甚至大痛过，但是青春这趟旅程，含着眼泪也要向前，他们决心闯入演艺圈并有所作为。,毕志飞,毕志飞-朱一文-李彦漫-张芷榕,Unknown,5,234
1440,个十百千万,纪录片,中国大陆 ,88,2022-11-18,Unknown,记录中国影史现象级影片《长津湖》系列的诞生！如电影般壮阔的幕后创作过程，众多珍贵幕后画面首次曝光，让观众看到一部战争史诗大片如何炼成。这创造无数纪录的电影背后，凝聚了“个十百千万”个中国电影人的团结与努力。纪录片《个十百千万》生动讲述了这场属于电影人的“战役”，无数人的团结与努力，创造了中国影史的高峰！,孙扬,陈凯歌-徐克-林超贤,Unknown,74,204
1441,哆啦A梦：新·大雄的日本诞生,动画-冒险-科幻,日本 ,104,2016-07-22,84,在家长重重压力下想要离家出走的大雄、胖虎、小夫和静香，在哆啦A梦的协助下来到了七万年前的地球。在创造属于自己的世外桃源时，他们偶遇神秘少年 克克鲁，继而被卷入了光明族和黑暗族的部落争斗之中。大家齐心协力智斗巨尊比，不想却发现了一个惊天秘密。,八锹新之介,水田山葵-哆啦A梦-大雄-王宥霁,Unknown,5440,10343
1442,午夜6号房,恐怖-惊悚,中国大陆 ,88,2024-03-01,Unknown,影片根据“酒店尾房闹鬼事件”改编。宾馆走廊最后房间有脏东西被压着无法升天，开门和开柜子要先敲三下，要留点不见光的地方。 任诚和任静深夜路遇荒野破旧酒店，住进走廊尽头尚好尾房。两人关灯刚要睡下，灯和空调莫名自启，卫生间传来水声和人走动声，但猛推门却一切正常。当两人再次躺到床上，却惊现悬在半空中的身体一点点压下，空洞眼珠死死盯着他们…… 任静极度惊吓，任诚外出寻求帮助回来后，任静已不在房内，互相通话后才发现似在两个平行时空，无法相遇…… 现在，一对采访者正在实地采访这对情侣，采访者诉说了当时另一个更为诡异的真相，噩梦般的事情又重现了，真正恐怖的事情，才刚刚开始……,关焙元,魏小欢-马玥-李东翰-王忠浩,Unknown,185,494
1443,荒野猎人,冒险-剧情-惊悚,美国 ,156,2016-03-18,85,休·格拉斯 （ 莱昂纳多·迪卡普里奥 饰）是一名皮草猎人，在一次打猎途中被一头熊殴打成重伤后被同行的乘船船长安德鲁·亨利 （ 多姆纳尔·格利森 饰）救下，船长雇佣了两个人约翰·菲茨杰拉德 （ 汤姆·哈迪 饰）和吉姆·布里杰 （ 威尔·保尔特 饰）来照顾他。约翰·菲茨杰拉德根本无心照顾格拉斯，一心只想着将格拉斯的财产占为己有，于是残忍的杀害了格拉斯的儿子，并说服吉姆·布里杰将格拉斯抛弃在荒野等死。两人原以为格拉斯就会这样离世，但格拉斯凭借坚强的毅力在野性的蛮荒之地穿行了好几个月，终于回到了安全地带并开始了复仇计划。注：男主角 休·格拉斯 （Hugh Glass）确有其人，是十九世纪美国探险家 。,亚利桑德罗·冈萨雷斯·伊纳里图,莱昂纳多·迪卡普里奥-提姆·席特尔兹-汤姆·哈迪-多姆纳尔·格里森,Unknown,20879,37673
1444,盲山,剧情-犯罪,中国大陆 ,95,2007-11-23,72,22岁的女大学生白雪梅 （ 黄璐 饰）找工作的时候认识了热情大方的姑娘胡晓晓。她在工作和金钱的诱惑下和胡晓晓一起坐车去山区采购中草药。经过长途跋涉他们来到一个小山村。白雪梅睡醒后，发现胡晓晓和她的老板早已不知去向，她也不知道自己身在何处。白雪梅被告知，她已经被家里人卖给40岁农民黄德贵 （ 杨幼安 饰）做老婆了。到这时候她才知道，自己上了人贩子的当了。白雪梅想要回家，遭到了黄德贵的拒绝。到了晚上黄德贵上床要和白雪梅睡觉，她坚决不肯就范。愤怒的黄德贵强奸了她，并且将她关在屋里。白雪梅稍有反抗就会遭到毒打、谩骂。白雪梅从此失去自由，被迫生活在一个陌生而野蛮的山村。性格坚强的白雪梅不断寻找机会的逃跑。但是这个封闭的山村中没有一个人愿意帮助她这个外来人。他们反而还帮助 黄德贵对她严加看守。她每次逃跑都被抓回来，当众毒打。村民们的自私和冷漠，当地官员和警察的渎职行为使她在那里孤立无援。白雪梅为黄德贵生了一个男孩，使黄家对她放松了警惕。白雪梅在初中学生李青山的帮助下，和父母取得了联系。由于村民的阻挠，与父亲一同而来的两个警察无法救出白雪梅，于是他们商量改天偷偷救走白雪梅，白父留这陪女儿。某日，在警察的帮助下，她终于逃出了这个山村。但是她的孩子却不得不留在那里 。,李杨,黄璐-张玉玲-贺运乐-杨幼安,Unknown,Unknown,Unknown
1445,年会不能停！2,剧情-喜剧,Unknown,Unknown,,Unknown,导演、编剧董润年确认《年会不能停！》将拍第二部！他坦言，在做《年会不能停！》时并没有为续集做准备，故事已经讲得很完整，但映后观众和主创都对第二部兴趣很足，如果拍摄第二部会沿用原班人马，目前正在策划新故事中。,董润年,大鹏-白客,Unknown,Unknown,Unknown
1446,雪云,剧情,中国大陆 ,101,2023-02-21,Unknown,影片讲述在狱中待了十年的男人韩江宇回到了南方家乡，欲找回昔日恋人苏红，重拾旧情。她在发廊工作，独自带着女儿，梦想置业安居。他得旧友陈凯关照，为地产商打工，也梦想破碎人生迎向光明。由同名短片延伸而成，年轻导演邬浪首部长片以其独特诗意的图像风格，描绘氤氲的南方家乡，如何在久别重逢后漾开的层层涟漪，并透过内敛的叙事，探索情感流动。,邬浪,李康生-李梦-仁科,Unknown,暂无,6
1447,百年孤独,剧情-纪录片,日本 ,143,1981-06-02,Unknown,"This sumptuous-yet-austere liberal re-working of Cien años de soledad by Gabriel García Márquez, arranged on a five-part stage surrounded by the audience, was historically the latest production of Tenjo Sajiki. It is also something of a theater prequel to Terayama's last film, Farewell to the Ark.",寺山修司,,Unknown,Unknown,Unknown
1448,志愿者,剧情,中国大陆 ,81,2008-01-01,74,一个唱片界商人在一次偶然的机会，他看到志愿者的电视报道，觉得是一次不错的商机，于是他就来到云南的一个山村做一名“作秀”志愿者。然而，突如其来暴雨使他滞留在岛上，被迫做了一名临时老师。在学校里他被两位大学生志愿者及山里的孩子的经历感动，历经波折，最终决定继续一年的支教。,潘安子,刘威-冯鹏-杨若兮-张洪杰,Unknown,Unknown,Unknown
1449,余生那些年,剧情-爱情,日本 ,125,2023-05-20,88,一段以10年为期限的生命，一场以10年为倒数的爱情。20岁的高林茉莉因患罕见病被告知仅剩10年寿命，已经注定结局的命运，却因为在同窗会遇到真部和人而产生意外的插曲。爱情的眷恋、亲情的牵念、友情的羁绊……在余下的时光里，茉莉开始重新思索对待自己和世界的方式——如果生命只剩10年，是否还会去做想做的事，去爱想爱的人？,藤井道人,小松菜奈-坂口健太郎-山田裕贵-奈绪,Unknown,1707,2150
1450,声之形,剧情-爱情-动画,日本 ,111,2017-09-08,83,2014年11月19日在《周刊少年Magazine》51号刊载的原作漫画最终话里，发表动画化消息 ，后确认该作是动画电影 。动画电影《声之形》确定消息从网站“Cinemas by 松竹”上发布，并确定于2016年秋在日本全国公开上映 。2015年10月14日，公开了由京都动画制作、山田尚子负责导演的消息 。2016年4月8日，开设了官方网站，公布了首张宣传图和公映日期，并宣布导演由山田尚子担任、剧本由吉田玲子担任、角色设计由西屋太志担任 。5月27日，动画电影《声之形》公开了第二张宣传图，并公布了主角配音演员，并正式宣布于2016年9月17日日本上映 。6月8日，官方宣布主题曲由歌手aiko负责演唱。7月8日，官网上公开了新的宣传图，放出了1分钟时长的预告，同时公布了其他主要角色的配音演员 。9月10日，新的影像追加，公开了长篇PV 。9月15日，特别节目《电影〈声之形〉公开纪念特别节目　～直到电影〈声之形〉完成～》在静冈电视台、TOKYO MX、ABC朝日放送、北海道电视台、西日本放送、宫城电视台和广岛电视台播出，随后在官网上发布 。石田将也是个讨厌“无聊”的少年。小学时就是个孩子王的他对转校生少女西宫硝子产生了天真无邪的好奇心。在她到来的期间，少年从无聊的日子里得到了解放。但是，因为硝子那件事，将也被周围的人孤立了。而后经过了五年的时间，两人在不同的地方成长为高中生。自“那件事”以来一直紧紧封闭自己内心的将也见到了硝子。这是一个少年想要接纳少女，四周，以及自己的故事。制作：电影声之形制作委员会（京都动画、波丽佳音、 朝日放送、Quaras、松竹、 讲谈社）《声之形》尚处策划阶段时，就确定了着力的方向：排除“校园霸凌”的负面引导。山田尚子导演曾在采访中提到：“无论是色彩、画面气氛还是动作，我们都极力排除了消极的元素。”小学时期涉及到“严肃事态”的部分，导演特意使用了愉快配乐，因为她“不想让观众将感情代入进去，觉得将也所做的事是永远背负下去的罪，不想带着‘他干的是坏事’这种观念去描绘。”在色彩运用上“全片统一采用温暖、柔和的色调”，避免阴冷的杂色，令观众的观看体验更有温暖治愈的感觉。连动作的角度，制作部门也进行了反复推敲，“回头时人的脸有时会略微朝下，我们在电影里会让回头时的脸微微朝上”，因为脸朝上比朝下，更能给人积极的感觉。山田尚子导演始终坚持“《声之形》虽然描绘的是人与人之间沟通的困难，但最根本是坦诚相待的善良。”在影片制作的过程中，导演山田尚子会去手语教室学习 。,山田尚子,早见沙织-入野自由-松冈茉优-悠木碧,Unknown,3310,4454
1451,木乃伊3,动作-惊悚-奇幻-冒险,"美国,德国 ",112,2008-09-02,53,2000多年前，残暴虐杀的始皇帝终遭女巫诅咒，和兵将一起被变成了兵马俑，封印在地下宫殿中。如今，隐居于英国牛津郡过着平静生活的冒险家里克和妻子伊芙琳，又一次得到了“任务’--把一件从中国上海博物馆偷走的珍贵文物物归原主。他们的儿子阿历克斯已长大，里克带着妻儿来到中国的里克，与伊芙琳的哥哥乔纳森重逢，而他们这时惊惧地发现当年被封印的帝王竟被唤醒，沉睡多年的他不仅神力过人，且誓言要让世人皆陷暴政！一场惊心动魄的大战随即开始。,罗伯·科恩,布兰登·费舍-李连杰-玛丽亚·贝罗-约翰·汉纳,Unknown,暂无,11000
1452,世界上最后的电影院中世界上最后一个犹太人的自杀,短片,法国 ,4,2007-05-20,Unknown,"In an unspecified future, a man prepares to kill himself in a cinema toilet. Two unseen radio commentators say he is the last Jew in the world, and that this is the last cinema, slated for destruction. They are not sorry to see it go.",大卫·柯南伯格,Gina Clayton-杰西·科林斯,Unknown,Unknown,Unknown
1453,华尔街之狼,剧情-传记-犯罪,美国 ,180,2013-12-17,83,在危机四伏的投资界，掌管史崔顿·奥克蒙公司的乔丹·贝尔福特（莱昂纳多·迪卡普里奥 Leonardo DiCaprio 饰）生活侈靡、实力雄厚。1987年，22岁的乔丹进入罗斯柴尔德公司，从接线员做起，在高级经纪人马克（马修·麦康纳 Matthew McConaughey 饰）指点下，进入了股票经纪人充满毒品和欲望的世界，半年后因“黑色星期一”，乔丹转投靠贩卖“便士股票”的小公司，凭借巧舌如簧获得成功，与邻居唐尼（乔纳·希尔 Jonah Hill 饰）和一班朋友另立门户，游走在灰色地带获利颇丰，获称“华尔街之狼”，然而，FBI已经开始留意他…… 本片根据前华尔街股票经纪人乔丹·贝尔福特的个人自传《华尔街之狼》改编。,马丁·斯科塞斯,莱昂纳多·迪卡普里奥-乔纳·希尔-玛歌特·罗比-乔·博恩瑟,Unknown,Unknown,Unknown
1454,大象席地而坐,剧情,中国大陆 ,230,2018-07-12,79,一切从一个阴沉的早晨开始，在河北一个小地方，高中生韦布被家人呵斥，老爷爷王金被儿女催去养老院，混混于成跟好朋友的女人睡了，黄玲在家因厕所的卫生问题跟妈妈争执。这四个人没有一个是快乐的。韦布失手把于成的弟弟推下楼梯，看到喜欢的女孩黄玲与教导主任有染，在车站买票逃去满洲里看大象的时候被黄牛骗了钱，在与黄牛产生争执之后，却落到了混混头目于成手里。于成的朋友撞见于成与自己妻子鬼混，受刺激跳楼了，于成想去满洲里避避风头。当知道韦布跟他一样都想去满洲里看大象之后，于成就准备放了他，却被突然搅局。教导主任原配找上门来寻衅，黄玲操起家伙给了这对夫妇两棍子，甩门而去。随后，她想到了跟随好友韦布去满洲里。王金机缘巧合下卷入韦布与于成的争端，再加上对子女失望，便擅自作主带小孙女前往满洲里——那个他当年当兵的地方。每个人都梦想逃离现在的生活，去往满洲里，那里有一只大象，席地而坐 。,胡波,彭昱畅-章宇-王玉雯-王超北,Unknown,Unknown,Unknown
1455,死亡诗社,剧情,美国 ,128,1989-06-02,87,威尔顿预备学院以其沉稳凝重的教学风格和较高的升学率闻名，作为其毕业班的学生，理想就是升入名校。新学期文学老师约翰·基汀（罗宾·威廉姆斯 饰）的到来如同一阵春风，一反传统名校的严肃刻板。 基汀带学生们在校史楼内聆听死亡的声音，反思生的意义 ；让男生们在绿茵场上宣读自己的理想；鼓励学生站在课桌上，用新的视角俯瞰世界。老师自由发散式的哲学思维让学生内心产生强烈的共鸣，他们渐渐学会自己思考与求索，勇敢的追问人生的路途，甚至违反门禁，成立死亡诗社，在山洞里击节而歌！ 基汀教授、基汀老师、基汀队长，他的教育宛若春风化雨，润物无声的留在每个人心里…,彼得·威尔,罗宾·威廉姆斯-伊桑·霍克-罗伯特·肖恩·莱纳德-柯特伍德·史密斯,Unknown,Unknown,Unknown
1456,触不可及,剧情-喜剧,法国 ,112,2011-11-02,91,一个是行动不便、需要坐轮椅的大富豪菲利普 （ 弗朗索瓦·克鲁塞 饰），另外一个则是刑满释放人员德瑞斯 （ 奥马·希 饰），一个相当懂得察言观色的黑人小伙子，如今他是菲利普的“保姆”，负责照顾他的一切饮食起居。 从表面上看，菲利普和德瑞斯之间可以说没有一点相似之处，不论是他们的生活背景还是身份地位，基本上是两个完全相反的极端。可即使如此，这两个人还是建立了一种不太稳定但持续上升的朋友关系，而且全部是以真诚、坦白和幽默作为根基的。在这个过程中，他们都将经受一次前所未有的情感洗礼，同时也逼迫着他们重新审视生命与爱的意义 。,奥利维·那卡什,弗朗索瓦·克鲁塞-奥马·希-安娜·勒尼,Unknown,Unknown,Unknown
1457,志愿军,剧情,法国 ,101,2018-06-06,Unknown,23岁的劳尔突然决定加入法国海军，去找寻真正的自我。 她在法国海军部队中找到了方向，学会了坚韧，找到了属于自己真正的道路。,埃莱娜·菲利埃,戴安·罗赛尔-朗贝尔·维尔森-阿莱克斯·德斯卡-若西安·巴拉斯科,Unknown,Unknown,Unknown
1458,凤鸣飞天,剧情,中国大陆 ,107,2024-10-30,Unknown,年轻的电商CEO余元雄，遭遇事业和爱情的双重危机。古琴专业音乐才女方碧涵，从小父母离异，更是身患顽疾。在余元雄的家乡，一个山青水绿之地，两个身处困境之人，在微风吟唱的竹林，美丽邂逅、偶然相遇，从此开启了一段动人但却有些绝望的凄美爱情之旅……,黄辉,王昭-刘若清-牛犇-郭金杰,64,5,32
1459,美国队长,动作-科幻,美国，南斯拉夫 ,97,1991-06-23,67,在二次 世界大战中德军美国 盟军对敌。 德军制造一个邪恶的替身“红头怪”来危害世界人民。具有超人能力的正义英雄“美国队长”为了解放世界人民与“红头怪”展开正义与邪恶的战争。在一次与“红骷髅”交手时“美国队长”不敌掉进 维加斯的冰山里。二十年后“美国队长”被意外获救，当他得知“红头怪”还在人世，正义与邪恶又将再次进行较量……,阿尔伯特·派恩,马特·塞林格-罗尼·考克斯-斯科特·帕林,Unknown,Unknown,Unknown
1460,失恋33天,剧情-爱情,中国大陆 ,110,2011-11-08,82,高端婚礼策划师黄小仙 （白百何饰）做梦也想不到，相恋七年的男友陆然 （郭京飞饰）居然和自己的闺蜜冯佳期 （焦俊艳饰）走到了一起，这让一向刻薄强势的她无论如何也不能忍受。可是地球并不会因为某人的失恋而停止运转，黄小仙在面对情感失意的同时，还不得不面对工作上的压力。但是，在没有了爱情的这段时间里，黄小仙发现了很多以前根本不会去注意的东西，例如那个总是与自己针峰相对的娘娘腔同事王小贱 （文章饰）并没有那么讨厌，例如钻石王老五与河南籍港台腔女子的结合到底是什么原理，还有如何走到金婚的秘诀。在明白了种种之后，也就是在黄小仙失恋的第33天里，在那个灯火阑珊的城市里，她发现“那人”其实一直伴她左右 。,滕华涛,文章-白百何-张子萱-王耀庆,Unknown,15301,30233
1461,未完成的电影,剧情-纪录片-历史,"以色列,德国 ",88,2010-12-08,78,"在二战结束的时候，60分钟未编辑的原片，静躺在一个不受干扰的东德档案库中，随后被发现了。在 1942 年五月在华沙由纳粹党人所拍摄，而且被分类成了 "" 犹太人街 ""，这片段很快地成为了历史学家寻找华沙犹太人街的一笔真实纪录。但是，在之后发现了一卷长期消失的胶卷，内容包含多样摄影镜头和摄影师显露的场景，以及早前难以解释的连续镜头。一部未完成的电影将全部呈现原始胶片内容，从片中可以注意到虚构的情节（包括一个被设计的宴会）虚假地显现犹太城市居民享有的“好生活”，也深入探查了一卷已经臭名昭著的纳粹宣传影片。这部未完成的电影是一部庞大又重要的电影，记录我们这个时代最严重的恐怖事件，揭露了一些犯罪者努力地推动他们的日常工作事项，并扮演一切在光天化日之下。Yael Hersonski's powerful documentary achieves a remarkable feat through its penetrating look at another film-the now-infamous Nazi-produced film about the Warsaw Ghetto. Discovered after the war, the unfinished work, with no soundtrack, quickly became a resource for historians seeking an authentic record, despite its elaborate propagandistic construction. The later discovery of a long-missing reel complicated earlier readings, showing the manipulations of camera crews in these ""everyday"" scenes. Well-heeled Jews attending elegant dinners and theatricals (while callously stepping over the dead bodies of compatriots) now appeared as unwilling, but complicit, actors, alternately fearful and in denial of their looming fate.",Yael Hersonski,Hanna Avrutzki-Luba Gewisser-Jurek Plonski-Aliza Vitis-Shomron,Unknown,Unknown,Unknown
1462,传承,剧情,Unknown,Unknown,2015中国大陆上映,Unknown,北京电影学院2015届毕业联合作业。黄一丹导演。,黄一丹,Unknown,Unknown,Unknown,Unknown
1463,无价之宝,剧情-家庭,中国大陆 ,132,2023-11-10,86,张译、潘斌龙新片化身“没头脑和不高兴”组合，因一次追债意外成为六岁孩童的监护人，由此开启了长达十多年的硬核育女之路，三人的命运紧密相连。 “石头”石振邦（张译 饰）和杨武（潘斌龙 饰）这对落魄兄弟经营五金店艰难维生，为追讨欠款，他们不得不暂时照看欠债人的孩子芊芊。两人在与芊芊的相处中从最初嫌弃“拖油瓶”竟潜移默化地转变成千方百计“为女儿战斗”，生活粗放的他们内心也变得越来越柔软...,张大鹏,张译-潘斌龙-周依然-程曦,Unknown,4957,13799
1464,我是霸王龙,奇幻-冒险-动画,中国大陆 ,80,2022-10-01,75,恐龙之王，巅峰对决！穿越6500万年前白垩纪晚期，走进一个神秘五彩斑斓的恐龙新世界，霸王龙、三角龙、翼龙、食肉牛龙、腕龙、恐爪龙、皖南龙、肿头龙、迅猛龙、背甲龙、副栉龙、迷惑龙、厚鼻龙、包头龙、镰刀龙…生动再现奇特而壮观的史前时代，一段关于陆地最强王者霸王龙惊险刺激的冒险即将呈现…,蔡尚铭,依诺-林浪-温池禹,Unknown,972,3542
1465,着魔,剧情-恐怖,"法国,西德 ",124,1981-05-25,75,马克（Sam Neill 饰）的妻子安娜（Isabelle Adjani 伊莎贝尔•阿佳妮 饰）未留下任何原因离家出走，他一度认为安娜与一个名叫海恩里克（Heinz Bennent 饰）的男人有染，却发现海恩里克也在寻找许久未见的安娜。马克于是雇佣私家侦探调查。但随着线索的逐一呈现，事实的真相反倒令马克等人难以置信。安娜所耽恋的对象竟然是…,安德烈·祖拉斯基,伊莎贝尔·阿佳妮-山姆·尼尔-玛吉特·卡斯滕森-海因茨·本奈特,Unknown,Unknown,Unknown
1466,暗战,悬疑-恐怖,韩国 ,86,2019-08-15,50,为了寻找被禁止上映的电影之真相，他们陷入了极度残酷的恐惧中！ 拥有强烈抱负的导演美京（徐睿知 饰），为了要拍摄新的恐怖电影而费尽心思。即使每晚做了许多可怕的恶梦，仍无法阻碍她想拍摄恐怖片的心。某日，美京从朋友那得知，听说有一部由鬼拍摄而成的神秘电影，她因此深受吸引。 在调查这部电影时，美京开始将自己写进自己的剧本中。故事叙述一名电影导演，追寻由鬼所拍摄的被禁电影的踪迹。然而，当她越接近真相，生活中就开始发生了许多奇怪的事，仿佛她已置身于恐怖电影中，电影和真实生活之间的界限越来越模糊，将她推向一个完全无法预测的结局……,金进元,徐睿知-陈善奎-金宝罗-朱钟赫,Unknown,Unknown,Unknown
